#,Repo Name,instance_id,Solve Rates / Top 26 Models ,# Correct / Top 26 Models,Last Run Time,Current Attempt #,Column 8,Comments,Project Guide Analysis,Project Python Version,,,,
106,XArray,pydata__xarray-6938,7.69%,2,2025-08-13,6,Fail,"Att #1: Level 1, Failed.
Att #2 - Level2_v2 - P.S. + hints + test patch as is, Failed
Att #3: Level3_v2, Failed.
Att #4: Level3_v2, Failed. 1 FAIL_TO_PASS failure.
Att #5: Level3_v2, Failed. 2 PASS_TO_PASS failure.
Att #6: Failed. 2 PASS_T_PASS failure",,Python: 3.10+,,,,
107,XArray,pydata__xarray-6992,0.00%,0,2025-08-13,6,Fail,"Att #1: Level 1, Failed.
Att #2 - Level2_v2 - P.S. + hints + test patch as is, Failed
Att #3: Level3_v2, Failed.
Att #4: Level3_v2, Failed.
Att #5: Level3_v2, Failed. All FAIL_TO_PASS tests failed.
Att #6: Level 4, failed. All FAIL_TO PASS, 8 PASS_TO_PASS tests failed",,"Python: 3.8+
",,,,
108,XArray,pydata__xarray-7229,0.00%,0,2025-08-13,6,Pass,"Att #1: Level 1, Failed.
Att #2 - Level2_v2 - P.S. + hints + test patch as is
Att #3: Level3_v2, Failed.
Att #4: Level3_v2, Failed.
Att #5: Level3_v2, Failed. 1 FAIL_TO_PASS failure.
Att #6:",,Python 3.8 or higher,,,,
5,Pylint,pylint-dev__pylint-4551,0.00%,0,2025-08-13,12,Fail,"Att 1. No compiler, Failed due to: Detailed Error Analysis
Att 2. With compiler, Failed due to: Detailed Error Analysis #2
Att 3. With unit testing support, Failed due to: Detailed Error Analysis #3
Att 4. Latest platform (7/14), Failed due to: Detailed Error Analysis #4
Att 5. Improved Prompt (7/15), Failed!
Att 6. Latest Platform w/Improved Prompt (7/16), Failed.
Att 7. Att #1: Level 1, Failed.
Att #8:  Level 2 v2, Failed
Att #9: Level3_v2, Failed.
Att #10: Level3_v2, Failed. 2 FAIL_TO_PASS failures.
Att #11: Level3_v2, Failed. 2 FAIL_TO_PASS failures.
Att #12: Failed, All FAIL_TO_PASS faillures","https://github.com/blitzy-showcase/pylint/blob/blitzy-8f8fd7cb-5eb7-463e-889e-a1bed85b5f6b/blitzy/documentation/Project%20Guide.md

Ambiguous what went wrong",Python 3.12.3,,,,
26,Pylint,pylint-dev__pylint-4661,0.00%,0,2025-08-13,8,Fail,"Att 1. With unit testing support, Failed due to: Detailed Error Analysis
Att 2. Latest platform (7/14), Failed due to: Detailed Error Analysis #2
Att 3. Latest Platform w/Improved Prompt (7/16), Failed.
Att 4. Level 1. Passed. 
Att #5: Level3_v2, Passed.
Att #6: Level4, JSON Decode Error. Empty report.
Att #7: Level4, Failed. 1 FAIL_TO_PASS failure.
Att #8: Failed, 1 FAIL_TO_PASS failure",,,,,,
369,Pylint,pylint-dev__pylint-6386,23.08%,6,2025-08-13,4,Fail,"Att #1, Failed.
Att #2: Failed.
Att #3: Failed. 1 FAIL_TO_PASS failure.
Att #4: Failed. 1 FAIL_TO_PASS failure",,,,,,
372,Pylint,pylint-dev__pylint-7080,19.23%,5,2025-08-13,3,Fail,"Att #1, Failed. 
Att #2: Failed. 1 FAIL_TO_PASS failure.
Att #3: Failed, 1 FAIL_TO_PASS",,,,,,
374,Pylint,pylint-dev__pylint-8898,11.54%,3,2025-08-13,3,Pass,"Att #1, Failed.
Att #2: Failed. 1 FAIL_TO_PASS failure.
Att #3",,,,,,
110,Pytest,pytest-dev__pytest-5840,0.00%,0,2025-08-13,6,Ready for Patch,"Att #1: Level 1, Failed.
Att #2 -  Level2_v2 -P.S. + hints + test patch as is, Failed
Att #3: Level3_v2, Failed.
Att #4: Level3_v2, Failed.
Att #5: Level3_v2, Failed. 2 FAIL_TO_PASS failures.
","Python 3.12 assertion rewriter compatibility
https://github.com/blitzy-showcase/pytest/blob/blitzy-cd4142da-3717-4c0d-be05-823f026b5c79/blitzy/documentation/Project%20Guide.md",Python 3.5+,,,,
393,Scikit-Learn,scikit-learn__scikit-learn-13124,46.15%,12,2025-08-13,3,Fail,"Att #1, Failed. 1 FAIL_TO_PASS failure
Att #2: Failed. 1 PASS_TO_PASS failure.                                    Att #3: Failed, 2 PASS_TO_PASS failures",,,,,,
401,Scikit-Learn,scikit-learn__scikit-learn-14087,46.15%,12,2025-08-13,3,Fail,"Att #1, Failed. 3 FAIL_TO_PASS failures
Att #2: Failed. 3 FAIL_TO_PASS failures
Att #3: Failed, 2 FAIL_TO_PASS failures",,,,,,
111,Scikit-Learn,scikit-learn__scikit-learn-26194,0.00%,0,2025-08-13,5,Fail,"Att #1: Level 1, Passed
Att #2: Level3_v2, PASSED
Att #3: Level4, 2 FAIL_TO_PASS
Att #4: Level4, Failed. 2 FAIL_TO_PASS failures.
Att #5: Failed, 2 FAIL_TO_PASS failures","No issues mentioned

https://github.com/blitzy-showcase/scikit-learn/blob/blitzy-7f84a438-3720-4009-a9c2-d4f08b02d8e9/blitzy/documentation/Project%20Guide.md",,,,,
25,Sphinx,sphinx-doc__sphinx-7462,0.00%,0,2025-08-13,9,Fail,"Att 1. With unit testing support, Failed due to: Detailed Error Analysis
Att 2. Enhanced Prompt - Not restarted, Failed due to: Detailed Error Analysis #2
Att 3. Latest Platform w/Improved Prompt (7/16), Failed.
Att 4. Level 1, Failed.
Att #5 - Level 2 v2, Failed
Att #6: Level3_v2, Failed.
Att #7: Level3_v2, Failed.
Att #8: Level3_v2, Failed. All tests failed.
Att #9: Failed, all tests failed","See ""common troubleshooting""

https://github.com/blitzy-showcase/sphinx/blob/blitzy-4fa5268f-75b7-4934-a642-3aaa31ceaff2/blitzy/documentation/Project%20Guide.md",Python 3.5+,,,,
116,Sphinx,sphinx-doc__sphinx-7985,0.00%,0,2025-08-13,6,Fail,"Att #1: Level 1, Failed.
Att #2 - Level2_v2 - P.S. + hints + test patch as is, PASSED!
Att #3: Level3_v2, Failed.
Att #4: Level3_v2, Failed.
Att #5: Level3_v2, Failed. All tests failed. 
Att #6: Failed, all tests failed",,,,,,
426,Sphinx,sphinx-doc__sphinx-8265,11.54%,3,2025-08-13,3,Fail,"Att #1, Failed.
Att #2: Failed. 1 FAIL_TO_PASS failure.
Att #3: Failed,  1 PASS_TO_PASS failure",,,,,,
427,Sphinx,sphinx-doc__sphinx-8269,84.62%,22,2025-08-13,3,Fail,"Att #1, Failed.
Att #2: Failed. All tests failed.
Att #3: Failed, All tests failed",,,,,,
432,Sphinx,sphinx-doc__sphinx-8595,88.46%,23,2025-08-13,3,Fail,"Att #1, Failed.
Att #2: Failed. 1 FAIL_TO_PASS failure.
Att #3: Failed, 1 FAIL_TO_PASS failure",,,,,,
433,Sphinx,sphinx-doc__sphinx-8621,19.23%,5,2025-08-13,3,Fail,"Att #1, Failed.
Att #2: Failed. All tests failed.
Att #3: All tests failed",,,,,,
434,Sphinx,sphinx-doc__sphinx-8721,96.15%,25,2025-08-13,3,Fail,"Att #1, Failed.
Att #2: Failed. All tests failed.
Att #3: Failed, all tests failed",,,,,,
475,Sympy,sympy__sympy-18763,46.15%,12,2025-08-13,3,Ready for Patch,"Att #1, Failed. 1 FAIL_TO_PASS failure.
Att #2: Failed. 1 FAIL_TO_PASS failure.
Att #3:",,,,,,
322,Django,django__django-16877,30.77%,8,2025-08-13,2,Fail,"Att #1: 3 fail to pass failures
Att #2: Fail, 4 FAIL_TO_PASS failures",,,,,,
66,Django,django__django-11820,0.00%,0,2025-08-13,3,Fail,"Att #1: Level2_v2, Failed.
Att #2: Level3_v2, Failed. 1 FAIL_TO_PASS failure.
Att #3: Fail, 1 FAIL_TO_PASS failure",,,,,,
234,Django,django__django-13837,84.62%,22,2025-08-13,2,Pass,"Att #1, Failed. 1 FAIL_TO_PASS failure.
Att #2",,,,,,
243,Django,django__django-14140,23.08%,6,2025-08-13,2,Fail,"Att #1, Failed. 2 FAIL_TO_PASS failures.
Att #2, Failed, 2 FAIL_TO_PASS ffailures",,,,,,
300,Django,django__django-16100,69.23%,18,2025-08-13,2,Fail,"Att #1: 1 pass to pass error
Att #2: 1 PASS_TO_PASS error",,,,,,
313,Django,django__django-16560,23.08%,6,2025-08-13,2,Fail,"Att #1
Att #2: 2 FAIL_TO_PASS, 1 PASS_TO_PASS failure",,,,,,
319,Django,django__django-16662,92.31%,24,2025-08-13,2,Pass,"Att #1: 1 fail to pass test failure
Att #2",,,,,,
20,Pylint,pylint-dev__pylint-4604,0.00%,0,2025-08-13,8,Fail,"Att 1. With compiler, Failed due to: Detailed Error Analysis
Att 2. With unit testing support, Failed due to: Detailed Error Analysis #2
Att 3. Latest platform (7/14), Failed due to: Detailed Error Analysis #3
Att 4. Latest Platform w/Improved Prompt (7/16), Failed.
Att 5. Att #1: Level 1, Failed.
Att #6 - level 2 v2, Failed
Att #7: Level3_v2, Failed. All FAIL_TO_PASS failures.
Att #8: Failed, All FAIL_TO_PASS failures","https://github.com/blitzy-showcase/pylint/blob/blitzy-3eb0c1bf-0b17-4802-b123-ae241e660a1c/blitzy/documentation/Project%20Guide.md

Import-Related Tests: 24 PASSED, 3 FAILED (unrelated), 1 SKIPPED",Python 3.12+,,,,
411,Scikit-Learn,scikit-learn__scikit-learn-25747,11.54%,3,2025-08-13,4,Fail,"Att #1: Failed. 1 FAIL_TO_PASS
Att #2: Failed. 1 FAIL_TO_PASS failure.
Att #3: Failed, 1 FAIL TO PASS failure",,,,,,
415,Sphinx,sphinx-doc__sphinx-10323,42.31%,11,2025-08-13,2,Fail,"Att #1: Failed 2 PASS_TO_PASS failures.
Att #2: Failed, 2 PASS_TO_PASS failures",,,,,,
422,Sphinx,sphinx-doc__sphinx-7910,69.23%,18,2025-08-13,2,Fail,"Att #1, Failed. All tests failed.
Att #2: Failed, All tests failed",,,,,,
444,Sphinx,sphinx-doc__sphinx-9711,96.15%,25,2025-08-13,2,Fail,"Att #1: Failed. 1 FAIL_TO_PASS failure.
Att #2: Failed, 1 FAIL_TO_PASS failure",,,,,,
445,Sympy,sympy__sympy-13031,26.92%,7,2025-08-13,3,Fail,"Att #1: Failed. 1 FAIL_TO_PASS
Att #2: Failed. 1 FAIL_TO_PASS failure.
Att #3: Failed, 1 FAIL TO PASS failure",,,,,,
271,Django,django__django-15128,61.54%,16,2025-08-13,2,MERGED PR 😖,Att #1: Failed. 1 FAIL_TO_PASS failure.,,,,,,
272,Django,django__django-15161,53.85%,14,2025-08-13,2,Pass,Att #1: Failed. 1 FAIL_TO_PASS failure.,,,,,,
340,Matplotlib,matplotlib__matplotlib-24627,50.00%,13,2025-08-13,2,Pass,"Att #1, Failed. 1 FAIL_TO_PASS failure.",,,,,,
381,Pytest,pytest-dev__pytest-7324,19.23%,5,2025-08-13,2,Ready for Patch,Att #1 (No 'BUGFIX' in title): Failed. 2 FAIL_TO_PASS failures.,,,,,,
150,Django,django__django-11149,34.62%,9,2025-08-13,2,Pass,"Att #1: 3 Pass to Pass Failures
Att #2: PASS!",,,,,,
171,Django,django__django-11848,23.08%,6,2025-08-13,2,Fail,"Att #1: 2 Fail to Pass Failures                                            Att #2: Failed, 2 FAIL_TO_PASS failures",,,,,,
183,Django,django__django-12262,57.69%,15,2025-08-13,2,Pass,Att #1: Failed. 2 FAIL_TO_PASS failures. ,,,,,,
184,Django,django__django-12273,19.23%,5,2025-08-13,2,Fail,"Att #1: Failed, 2 FAIL_TO_PASS failures",,,,,,
219,Django,django__django-13512,23.08%,6,2025-08-13,2,Fail,Att #1: Failedm 2 FAIL_TO_PASS failures,,,,,,
87,Django,django__django-15629,0.00%,0,2025-08-13,2,Fail,"Att #1:  Level3_v2, Failed. 2 FAIL_TO_PASS failures.               Att #1: Failed, 1 FAIL TO PASS",,,,,,
88,Django,django__django-15695,0.00%,0,2025-08-13,2,Pass,Att #1: Level3_v2,,,,,,
89,Django,django__django-15957,0.00%,0,2025-08-13,2,Fail,"Att #1 Level3_v2, Failed. 4 FAIL_TO_PASS and 1 PASS_TO_PASS Att #2: Failed, 1 FAIL_TO_PASS failure",,,,,,
112,Sphinx,sphinx-doc__sphinx-10435,3.85%,1,2025-08-12,7,Fail,"Att #1: Level 1, Failed.
Att #2 - Level2_v2 - P.S. + hints + test patch as is, Failed
Att #3: Level3_v2, Failed.
Att #4: Level3_v2, Failed. 1 FAIL_TO_PASS failure.
Att #5: Level3_v2, Failed. 1 FAIL_TO_PASS failure.
Att #6: Level3_v2, Failed. 1 FAIL_TO_PASS failure.                Att #7: Failed, 1 FAIL_TO_PASS failure","
https://github.com/blitzy-showcase/sphinx/blob/blitzy-86a46834-92f3-4bff-a5aa-e09de62494e1/blitzy/documentation/Project%20Guide.md
LaTeX Fonts: Some tests fail due to missing system fonts (infrastructure issue, not code issue)
Python Deprecations: Minor deprecation warnings from external dependencies
",Python 3.6+,,,,
113,Sphinx,sphinx-doc__sphinx-10614,0.00%,0,2025-08-12,7,Fail,"Att #1: Level 1, Failed.
Att #2 - Level2_v2 - P.S. + hints + test patch as is, Failed
Att #3: Level3_v2, Failed.
Att #4: Level3_v2, Failed. 1 FAIL_TO_PASS failure.
Att #5: Level3_v2, Failed. 1 FAIL_TO_PASS failure.
Att #6: Level3_v2, Failed. 1 FAIL_TO_PASS failure.                 Att #7: Failed, 1 FAIL_TO_PASS failures","
https://github.com/blitzy-showcase/sphinx/blob/blitzy-4fa5268f-75b7-4934-a642-3aaa31ceaff2/blitzy/documentation/Project%20Guide.md
Check ""Troubleshooting"" section",Python: 3.9+,,,,
114,Sphinx,sphinx-doc__sphinx-11510,0.00%,0,2025-08-12,7,Fail,"Att #1: Level 1, Failed.
Att #2 - Level2_v2 - P.S. + hints + test patch as is, Failed
Att #3: Level3_v2, Failed.
Att #4: Level3_v2, Failed. 1 FAIL_TO_PASS failure.
Att #5: Level3_v2, Failed. 1 FAIL_TO_PASS failure.
Att #6: Level3_v2, Failed. All tests failed.
","https://github.com/blitzy-showcase/sphinx/blob/blitzy-bbc6f804-3776-4c76-8301-b101071abc4c/blitzy/documentation/Project%20Guide.md

""Remaining Tasks for Production:

High Priority (1 hour remaining)
Final Documentation Updates (1 hour)
Update CHANGES file with bug fix entry
Add example to documentation showing source-read with include
Optional Improvements (Not blocking production)


Extended Testing (2-4 hours)

Additional edge case tests for complex include scenarios
Performance testing with large included files.""",Python 3.9+,,,,
43,Sphinx,sphinx-doc__sphinx-7590,0.00%,0,2025-08-12,3,Fail,"Att #1: Level3_v2, Failed. All tests failed.
Att #2: Level3_v2, Failed. All tests failed.",,,,,,
115,Sphinx,sphinx-doc__sphinx-7748,0.00%,0,2025-08-12,7,Fail,"Att #1: Level 1, Failed.
Att #2 - Level2_v2 - P.S. + hints + test patch as is, Failed
Att #3: Level3_v2, Failed.
Att #4: Level3_v2, Failed.
Att #5: Level3_v2, Failed. All tests failed.
Att #6: Level3_v2, Failed. All tests failed.
Att #7: Level4. All test failed.","see ""Remaining Tasks""

https://github.com/blitzy-showcase/sphinx/blob/blitzy-0e320860-051f-4d97-b924-221bdafa02ad/blitzy/documentation/Project%20Guide.md",Python 3.5+,,,,
421,Sphinx,sphinx-doc__sphinx-7889,65.38%,17,2025-08-12,4,Fail,"Att #1, Failed. All tests failed.
Att #2, Failed. All tests failed.
Att #3, Failed. All tests failed.
Att #4: Level 4. All tests failed.",,,,,,
423,Sphinx,sphinx-doc__sphinx-8035,61.54%,16,2025-08-12,4,Fail,"Att #1, Failed.
Att #2, Failed. All tests failed.
Att #3: Failed. All tests failed.
Att #4: All tests failed.",,,,,,
424,Sphinx,sphinx-doc__sphinx-8056,15.38%,4,2025-08-12,4,Fail,"Att #1, Failed.
Att #2, Failed. All tests failed.
Att #3: Failed. All tests failed.",,,,,,
428,Sphinx,sphinx-doc__sphinx-8459,57.69%,15,2025-08-12,4,Fail,"Att #1, Failed.
Att #2, Failed. All tests failed.
Att #3: Failed. All tests failed.",,,,,,
429,Sphinx,sphinx-doc__sphinx-8475,76.92%,20,2025-08-12,3,Fail,"Att #1, Failed.
Att #2, Failed. All tests failed.
Att #3: Failed. All tests failed.",,,,,,
117,Sphinx,sphinx-doc__sphinx-8548,3.85%,1,2025-08-12,7,Fail,"Att #1: Level 1, Failed.
Att #2 - Level2_v2 - P.S. + hints + test patch as is, PASSED!
Att #3: Level3_v2, Failed.
Att #4: Level3_v2, Failed.
Att #5: Level3_v2, Failed. All tests failed.
Att #6: Level3_v2, Failed. All tests failed.",,,,,,
430,Sphinx,sphinx-doc__sphinx-8551,23.08%,6,2025-08-12,4,Fail,"Att #1, Failed.
Att #2, Failed. 31/33 tests failed.
Att #3: Failed. 31/33 tests failed.",,,,,,
431,Sphinx,sphinx-doc__sphinx-8593,46.15%,12,2025-08-12,4,Fail,"Att #1, Failed.
Att #2, Failed. All tests failed.
Att #3: Failed. All tests failed.",,,,,,
118,Sphinx,sphinx-doc__sphinx-8638,0.00%,0,2025-08-12,6,Fail,"Att #1: Level 1, Passed
Att #2: Level3_v2, Failed.
Att #3: Level3_v2, Failed.
Att #4: Level3_v2, Failed. 33/35 tests failed.
Att #5: Level3_v2, Failed. 33/35 tests failed.",,,,,,
51,Astropy,astropy__astropy-13033,0.00%,0,2025-08-12,6,Fail,"Sid: Version incompatible with python (3.12.1 and numpy)
Att #1: Level 1, Failed.
Att #2 - Level2_v2 - P.S. + hints + test patch as is
Att #3 - Level3_v2, Passed.
Att #4: Level4, Failed. 1 FAIL_TO_PASS and 1 PASS_TO_PASS
Att #5: Level4, Failed. 1 FAIL_TO_PASS and 1 PASS_TO_PASS failure.","NumPy compatibility issue explained in Project Guide: https://github.com/blitzy-showcase/astropy/blob/blitzy-eb1f8487-3b15-400c-9ace-e11b831280c8/blitzy/documentation/Project%20Guide.md#common-troubleshooting

Project Guide Troubleshooting: https://github.com/blitzy-showcase/astropy/blob/blitzy-9849caad-2b76-4721-bfb6-c21c68828bd3/blitzy/documentation/Project%20Guide.md#troubleshooting
Things to Note: ""Test Failures: Some tests require optional dependencies (marked as SKIPPED)"", ""Third-party Integrations: Some optional dependencies not available in current environment"".",Python 3.8+,,,,
52,Astropy,astropy__astropy-13236,0.00%,0,2025-08-12,6,Fail,"Att #1: Level 1, Passed
Att #2: Level3_v2, Failed.
Att #3: Level3_v2, Passed.
Att #4: Level4, Failed. 2 FAIL_TO_PASS and 4 PASS_TO_PASS
Att #5: Level4, Failed. 2 FAIL_TO_PASS failure.","Project Guide Troubleshooting: https://github.com/blitzy-showcase/astropy/blob/blitzy-1fd01c2f-80fd-4068-9725-4964f4e61242/blitzy/documentation/Project%20Guide.md#troubleshooting
Things to Note: ""Test failures: Run python -m pytest astropy/table/tests/ -k ""not test_table_aggregate"" to exclude pre-existing issues""",,,,,
53,Astropy,astropy__astropy-13398,0.00%,0,2025-08-12,7,Fail,"Sid: Retriggered on 7/24, cython issue
Att #1: Level 1, Failed.
Att #2 -  Level2_v2 -P.S. + hints + test patch as is, Failed.
Att #3 - Level3_v2, Failed.
Att #4: Level3_v2, Failed.
Att #5: Trial with Enhanced Prompt, Failed. 
Att #6: Level3_v2, Failed. 4 FAIL_TO_PASS and 5 PASS_TO_PASS failures.
Att 7: FAIL TO PASS and PASS TO PASS Failures",Att. 4 Project Guide: https://github.com/blitzy-showcase/astropy/blob/blitzy-7e7f9cce-14aa-496b-aceb-07a83f397148/blitzy/documentation/Project%20Guide.md#-troubleshooting-common-issues,"Python: 3.8+ 
NumPy: ≥1.18",,,,
54,Astropy,astropy__astropy-13977,0.00%,0,2025-08-12,6,Pass,"Sid: Retriggered on 7/24, environment issue
Att #1: Level 1, Failed.
Att #2 - P.S. + hints + test patch as is, Failed.
Att #3: Level3_v2, Failed.
Att #4: Level3_v2, Failed.
Att #5: Level3_v2, Failed. All FAIL_TO_PASS tests failed.
Att #6: PASS!",Att. 4 NumPy Compatibility (3%): Address NumPy 1.x/2.x Cython extension compatibility. Project Guide: https://github.com/blitzy-showcase/astropy/blob/blitzy-79b9621b-2c93-4942-8aaf-9027204d1dea/blitzy/documentation/Project%20Guide.md#project-completion-analysis,"Python 3.8+
NumPy >= 1.20",,,,
59,Astropy,astropy__astropy-8872,0.00%,0,2025-08-12,6,Fail,"JSON Decode Error (empty report)
Neeraj: The code contains a template file that auto-generates source code at build time. Blitzy needs to update the template code, instead it is trying to update a generated file. This causes disconnect in the source and the patch, and the eval fails. We need to ensure that Blitzy handles such situations.

Att #1: Level 1, Failed.
Att #2 -  Level2_v2 -P.S. + hints + test patch as is, Failed.
Att #3: Level3_v2, Failed.
Att #4: Level3_v2, Failed. All failures.
Att #5: Level3_v2, Failed. All tests failed.
Att #6: ","Potential issue - ""Low Risk: One unrelated ERFA module import issue"": https://github.com/blitzy-showcase/astropy/blob/blitzy-be243b39-de22-46d9-b066-dda1017c6483/blitzy/documentation/Project%20Guide.md#common-troubleshooting","Python 3.12+
NumPy 2.3.2+",,,,
37,Django,django__django-10554,0.00%,0,2025-08-12,6,Fail,"Att #1: Level 1, Failed.
Att #2 - Level2_v2 - P.S. + hints + test patch as is, Failed.
Att #3: Level3_v2, Failed.
Att #4: Level3_v2, Failed. 2 FAIL_TO_PASS failures.
Att #5: Level3_v2, Failed. 2 FAIL_TO_PASS failures.",Issues highlighted in Project Guide: https://github.com/blitzy-showcase/django/blob/blitzy-9c95a61b-5e40-42e3-8771-af32495e93c4/blitzy/documentation/Project%20Guide.md#-remaining-tasks,Python 3.6+,,,,
47,Django,django__django-10999,0.00%,0,2025-08-12,4,Fail,"Att #1: Level3_v2, PASSED.
Att #2: Level4, Failed. 2 FAIL_TO_PASS
Att #3: Level4, Failed. 2 FAIL_TO_PASS failures.",,,,,,
49,Django,django__django-11087,0.00%,0,2025-08-12,4,Fail,"Att #1: Level3_v2, Failed.
Att #2: Level3_v2, Failed. 1 FAIL_TO_PASS failure.
Att #3: Level3_v2, Failed. 1 FAIL_TO_PASS failure.",,,,,,
60,Django,django__django-11138,3.85%,1,2025-08-12,6,Fail,"Att #1: Level 1, Failed.
Att #2 - Level2_v2 - P.S. + hints + test patch as is, PASSED!
Att #3: Level3_v2, Failed.
Att #4: Level3_v2, Failed. 1 FAIL_TO_PASS failure.
Att #5: Level3_v2, Failed. 1 FAIL_TO_PASS failure.",,,,,,
156,Django,django__django-11265,38.46%,10,2025-08-12,5,Pass,"Att #1: (7/28), Failed.
Att #2: (7/29), Failed. (1 FAIL_TO_PASS failure)
Att #3: Failed. (1 FAIL_TO_PASS failure).
Att #4: Failed. 1 FAIL_TO_PASS failure.
Att #5: PASS!",,Python 3.6+ ,,,,
61,Django,django__django-11400,0.00%,0,2025-08-12,6,Fail,"Att #1: Level 1, Failed.
Att #2 - Level2_v2 - P.S. + hints + test patch as is, Failed.
Att #3: Level3_v2, Failed.
Att #4: Level3_v2, Failed. 2 FAIL_TO_PASS failures.
Att #5: Level3_v2, Failed. 2 FAIL_TO_PASS failures.",No clear issues. See Low Risk Considerations in Project Guide: https://github.com/blitzy-showcase/django/blob/blitzy-ebd924f8-a140-46de-9c17-fd244f7428b4/blitzy/documentation/Project%20Guide.md#%EF%B8%8F-low-risk-considerations,Python 3.6+,,,,
62,Django,django__django-11433,7.69%,2,2025-08-12,6,Fail,"Att #1: Level 1, Passed
Att #2: Level3_v2, Failed. (1 FAIL_TO_PASS & 1 PASS_TO_PASS)
Att #3: Level3_v2, Passed.
Att #4: Level4, Failed. All tests failed.
Att #5: Level4, Failed. 1 FAIL_TO_PASS failure.",,,,,,
